Габдуллина (Абая), 53.286451, 69.396617
Городской сад, 53.286618, 69.374244
Казахско-Турецкий лицей, 53.282587, 69.4023
Квартал 4, 53.328303, 69.236534
Конечная (мкр. Сарыарка), 53.328649, 69.382357
Лизы Чайкиной, 53.299614, 69.422243
мкр. Васильковский, 53.313348, 69.396032
Наурыз, 53.31991, 69.263216
Перекрёсток, 53.31225, 69.387821
По требованию-2, 53.244731, 69.339611
(с. Акколь), 53.297617, 69.596952
Сырымбет, 53.310913, 69.39166
Тыныс (КДА), 53.284802, 69.410027
Центр, 53.324426, 69.266113
Школа 3 (Капцевича), 53.279728, 69.370926
