Магазин Юбилейный (Гоголя), 49.807682, 73.105199
Медакадемия, 49.812366, 73.101987
Методическая, 49.910747, 73.079496
Мечеть (Серова), 49.967492, 73.216101
Новонижняя, 49.790905, 73.057472
Овощебаза, 49.80574, 73.153908
Октябрьский акимат, 49.87919, 73.190981
Отдых, 49.817971, 73.019765
Первая, 49.783237, 72.967667
Поликлиника, 49.807623, 73.056297
Политех, 49.819631, 73.103599
Поспелова, 49.825155, 73.101277
Пришахтинская автобаза, 49.883573, 73.069998
РГТО, 49.748146, 73.063824
Рынок Новый, 49.787397, 73.105967
Сельхозтехника, 49.802487, 73.113053
Стадион (церковь), 49.821233, 73.074907
Степной 2 (Шахтеров), 49.787101, 73.144832
Строймарт, 49.794601, 73.130735
Таттимбета, 49.795952, 73.158249
Театр им. Станиславского, 49.814915, 73.093217
Торнадо, 49.880284, 73.090145
Ударная, 49.904436, 73.065002
ул. Мынбаева, 49.771434, 73.17777
Университет КарГУ, 49.772018, 73.125947
Финансовая, 49.797058, 73.123156
ХМК, 49.817294, 73.138741
ЦОН (Архитектурная), 49.879752, 73.185625
Черметавтоматика, 49.77851, 73.083533
Шахта 2, 49.867946, 73.133338
Шахта Костенко, 49.86295, 73.11209
Шахтинский автовокзал, 49.792409, 73.092099
Школа 42, 49.920683, 73.096122
Щербакова, 49.917529, 73.067102
13-й м-н, 49.895182, 73.210734
19-й квартал, 49.821721, 73.103861
26-й квартал, 49.813986, 73.114785
2-й рудник, 49.886787, 73.081576
45-й квартал, 49.797942, 73.091275
Автобаза, 49.933503, 73.270816
Автосервис (Терешковой), 49.823819, 73.123271
Акимат (парк), 49.81694, 73.105399
а/п Арман, 49.780263, 73.167757
Аэропорт, 49.675269, 73.328277
Бодрость, 49.812781, 73.025769
Быткомбинат, 49.787853, 72.953133
Вокзал Сортировка, 49.968202, 73.226283
Восток 3, 49.848112, 73.189047
Глотур, 49.799651, 73.13026
Городской акимат, 49.815005, 73.081102
Детсад (Городской аэропорт), 49.800652, 73.143293
Детский сад (Нуркена), 49.808861, 73.108843
ДК Горняков, 49.809311, 73.083331
Дружбы, 49.732555, 73.076987
Ердос, 49.816884, 73.099898
Завод ЖБИ, 49.854008, 72.998392
Завод пластмасс, 49.910385, 73.200337
Карагандинский молочный комбинат, 49.898029, 73.046304
Кирзавод 3-4, 49.773881, 73.016052
Кольцевая (50 лет Казахстана), 49.898967, 73.210328
Космонавтов, 49.805254, 73.129163
Кувская, 49.787969, 73.124134
Лесхоз, 49.788668, 73.042146
Магазин 16, 49.783283, 73.113669
Магазин Карагандинец, 49.783485, 73.128975
Магазин Овощной, 49.782683, 73.157173
Магазин (Тихоновка), 49.917577, 73.100512
Магнум, 49.796987, 73.157389
Медицинская, 49.858602, 73.00516
Метро, 49.796301, 73.134261
Михайловский рынок, 49.815694, 73.068351
Новостройка, 49.895698, 73.081941
Овощная база, 49.873746, 73.159382
Олимпийская, 49.815771, 73.056357
Охотская, 49.813292, 73.058114
пл. Гагарина, 49.81635, 73.085661
Поликлиника 2, 49.815949, 73.094806
Попова, 49.874825, 73.051311
пос. Рабочий, 49.94456, 73.210803
Прогресса, 49.791221, 73.047252
РГШО, 49.940124, 73.147806
Рынок Шыгыс, 49.789119, 73.102752
Серикбаева, 49.915124, 73.060028
Станционная, 49.826372, 73.071354
Степной 3, 49.789558, 73.148393
Супермаркет Life, 50.063709, 72.969511
ТБЦ, 49.769951, 73.157904
Теннисный корт, 49.883296, 73.043476
Транспортное депо, 49.876302, 73.170433
Улан, 49.938026, 73.284295
ул. Пожарная, 47.124769, 51.863838
Университетская, 49.766692, 73.132708
Финансовый, 49.769845, 73.142314
Церковь 2, 49.773891, 73.156364
Цон (Ержанова), 49.794554, 73.07657
Чкалова, 49.813759, 73.076852
Шахта Актасская, 49.784656, 72.938711
Шахта Кузембаева, 49.794957, 72.971574
Швейная, 49.786908, 73.158397
Школа Сортировка, 49.964217, 73.222956
Экономический университет, 49.77977, 73.064293
14-й м-н, 49.893009, 73.214981
19-й м-н, 49.868743, 73.194371
27-й м-н, 49.772353, 73.129702
30-й м-н, 49.765517, 73.153465
6-ая колонна, 49.771533, 72.945807
Автовокзал, 49.792409, 73.092099
Автост. Пришахтинск, 49.886061, 73.075705
Актас (Центральный), 49.780037, 72.961209
Асар, 49.793729, 73.154458
Баженова, 49.792377, 73.051599
Больница (Сортировка), 49.806379, 73.092272
Бытовая, 49.788405, 73.096354
Волгодонская, 49.830714, 73.10761
Гаражи, 49.788755, 73.162461
Голубые Пруды, 49.836986, 73.182226
Гостиница Турист, 49.783951, 73.064503
Детсад (Комиссарова), 49.797022, 73.079724
Джангильдина, 49.915976, 73.062653
ДК г. Темиртау, 50.065278, 72.968119
ДСК, 49.808804, 73.035018
Ерубаева, 49.81354, 73.086609
Завод им. Пархоменко, 49.871618, 73.128241
Завод СТО, 49.902738, 73.202939
КарЭнерго, 49.828133, 73.100862
Кировская швейная фабрика, 49.867994, 73.043291
Кольцевая (Кузнечный переулок), 49.754578, 73.058789
Кривогуза, 49.803859, 73.067706
Курылыс, 49.695138, 73.310279
Лизы Чайкиной, 49.863813, 73.022104
Магазин Буратино, 49.903209, 73.081694
Магазин (Лизы Чайкиной), 49.865983, 73.029649
Магазин Одежда, 49.77659, 73.090316
Магазин Турист, 49.790488, 73.152449
Макаренко, 49.950826, 73.211031
Медучилище, 49.810284, 73.070704
Мечеть, 49.7942, 73.127644
Муканова, 49.774659, 73.149422
Областной роддом, 49.907552, 73.081236
Овощной магазин, 49.7662, 73.136624
Онкология, 49.795144, 73.064028
Павленко, 49.878421, 73.05934
ПМК, 49.908181, 73.1069
Поликлиника 4, 49.830884, 73.182302
Посёлок, 49.769563, 73.022619
пос. Фёдоровка, 49.770344, 73.078851
Пятачок, 49.777717, 72.95715
Реалбаза, 52.309688, 76.936099
Рыскулова, 49.768321, 73.149608
Созвездие, 49.779402, 73.130654
Старая Тихоновка, 49.926506, 73.088431
Столовая, 49.775589, 73.134412
Супермаркет Ёжик, 49.902309, 73.056593
ТД Абзал, 49.804328, 73.087048
Терешковой, 49.822086, 73.117426
Тулпар, 50.051385, 72.966628
ул. Мазитова, 49.762974, 73.182432
ул. Турекулова, 49.770901, 73.171222
Управление железной дороги, 49.970487, 73.219851
Фортуна, 50.047894, 72.964815
Церковь (Гапеева), 49.773891, 73.156364
ЦОН (Серова), 49.964943, 73.212875
Шанырак, 49.94172, 73.289044
Шахта Байжанова, 49.845885, 73.009223
Шахта Майкудукская, 49.696307, 72.682106
Швейная фабрика, 49.786407, 73.159059
Школьная, 52.258109, 76.985915
Энергозавод, 49.761908, 73.069293
